group_id,split,size,first_stem,last_stem
548,train,1,shuming_483_00000028,shuming_483_00000028
549,train,1,shuming_484_00000041,shuming_484_00000041
550,train,1,shuming_485_00000027,shuming_485_00000027
551,train,1,shuming_486_00000001,shuming_486_00000001
552,train,1,shuming_490_00000131,shuming_490_00000131
553,train,1,shuming_496_00000002,shuming_496_00000002
554,train,1,shuming_497_00000051,shuming_497_00000051
555,train,1,shuming_498_00000035,shuming_498_00000035
556,train,1,shuming_503_00000052,shuming_503_00000052
557,train,1,shuming_505_00000027,shuming_505_00000027
558,train,1,shuming_525_00000084,shuming_525_00000084
559,train,1,shuming_526_00000001,shuming_526_00000001
560,train,1,shuming_533_00000162,shuming_533_00000162
561,train,1,shuming_536_00000023,shuming_536_00000023
562,train,1,shuming_542_00000221,shuming_542_00000221
563,train,1,shuming_550_00000268,shuming_550_00000268
564,val,1,shuming_551_00000248,shuming_551_00000248
565,train,1,shuming_554_00000328,shuming_554_00000328
566,val,1,shuming_560_00000331,shuming_560_00000331
567,train,1,shuming_562_00000223,shuming_562_00000223
568,val,1,shuming_568_00000249,shuming_568_00000249
569,train,1,shuming_571_00000215,shuming_571_00000215
570,train,1,shuming_573_00000262,shuming_573_00000262
571,train,1,shuming_574_00000017,shuming_574_00000017
572,train,1,shuming_577_00000093,shuming_577_00000093
573,train,1,shuming_578_00000372,shuming_578_00000372
574,train,1,shuming_580_00000043,shuming_580_00000043
575,val,1,shuming_589_00000038,shuming_589_00000038
576,train,1,shuming_601_00000007,shuming_601_00000007
577,train,1,shuming_607_00000371,shuming_607_00000371
578,val,1,shuming_608_00000031,shuming_608_00000031
579,train,1,shuming_610_00000148,shuming_610_00000148
580,train,1,shuming_611_00000254,shuming_611_00000254
581,train,1,shuming_612_00000323,shuming_612_00000323
582,train,1,shuming_614_00000279,shuming_614_00000279
583,val,1,shuming_620_00000388,shuming_620_00000388
584,train,1,shuming_623_00000091,shuming_623_00000091
585,train,1,shuming_633_00000140,shuming_633_00000140
586,train,1,shuming_636_00000001,shuming_636_00000001
587,train,1,shuming_644_00000222,shuming_644_00000222
588,train,1,shuming_646_00000275,shuming_646_00000275
589,train,1,shuming_650_00000356,shuming_650_00000356
590,train,1,shuming_653_00000015,shuming_653_00000015
591,train,1,shuming_655_00000135,shuming_655_00000135
592,train,1,shuming_656_00000242,shuming_656_00000242
593,val,1,shuming_661_00000179,shuming_661_00000179
594,train,1,shuming_663_00000328,shuming_663_00000328
595,train,1,shuming_666_00000215,shuming_666_00000215
596,train,1,shuming_669_00000191,shuming_669_00000191
597,train,1,shuming_681_00000137,shuming_681_00000137
598,val,1,shuming_682_00000056,shuming_682_00000056
599,train,1,shuming_683_00000020,shuming_683_00000020
600,train,1,shuming_684_00000195,shuming_684_00000195
601,train,1,shuming_688_00000175,shuming_688_00000175
602,val,1,shuming_689_00000027,shuming_689_00000027
603,val,1,shuming_690_00000082,shuming_690_00000082
604,train,1,shuming_694_00000171,shuming_694_00000171
605,val,1,shuming_695_00000360,shuming_695_00000360
606,train,1,shuming_698_00000001,shuming_698_00000001
607,train,1,shuming_706_00000375,shuming_706_00000375
608,train,1,shuming_726_00000312,shuming_726_00000312
609,val,1,shuming_728_00000270,shuming_728_00000270
610,train,1,shuming_729_00000290,shuming_729_00000290
611,val,1,shuming_731_00000492,shuming_731_00000492
612,train,1,shuming_736_00000331,shuming_736_00000331
613,train,1,shuming_739_00000351,shuming_739_00000351
614,train,1,shuming_740_00000276,shuming_740_00000276
615,train,1,shuming_746_00000017,shuming_746_00000017
616,train,1,shuming_747_00000093,shuming_747_00000093
617,train,1,shuming_751_00000135,shuming_751_00000135
618,train,2,shuming_753_00000172,shuming_755_00000284
619,val,1,shuming_757_00000038,shuming_757_00000038
620,train,1,shuming_758_00000371,shuming_758_00000371
621,train,1,shuming_759_00000234,shuming_759_00000234
622,train,1,shuming_763_00000009,shuming_763_00000009
623,train,1,shuming_765_00000301,shuming_765_00000301
624,train,1,shuming_767_00000426,shuming_767_00000426
625,train,1,shuming_769_00000187,shuming_769_00000187
626,train,1,shuming_770_00000007,shuming_770_00000007
627,train,1,shuming_774_00000273,shuming_774_00000273
628,train,1,shuming_779_00000254,shuming_779_00000254
629,train,1,shuming_780_00000323,shuming_780_00000323
630,train,1,shuming_783_00000248,shuming_783_00000248
631,train,1,shuming_785_00000079,shuming_785_00000079
632,train,1,shuming_790_00000023,shuming_790_00000023
633,train,1,shuming_793_00000117,shuming_793_00000117
634,train,1,shuming_803_00000317,shuming_803_00000317
635,train,1,shuming_808_00000046,shuming_808_00000046
636,train,1,shuming_810_00000222,shuming_810_00000222
637,train,1,shuming_813_00000275,shuming_813_00000275
638,train,1,shuming_814_00000194,shuming_814_00000194
639,train,1,shuming_815_00000038,shuming_815_00000038
640,train,1,shuming_823_00000017,shuming_823_00000017
641,train,1,shuming_825_00000172,shuming_825_00000172
642,val,1,shuming_826_00000213,shuming_826_00000213
643,val,1,shuming_829_00000328,shuming_829_00000328
644,train,1,shuming_830_00000326,shuming_830_00000326
645,train,1,shuming_831_00000084,shuming_831_00000084
646,train,1,shuming_837_00000121,shuming_837_00000121
647,val,1,shuming_838_00000381,shuming_838_00000381
648,train,1,shuming_839_00000041,shuming_839_00000041
649,train,1,shuming_842_00000030,shuming_842_00000030
650,train,1,shuming_843_00000266,shuming_843_00000266
651,train,1,shuming_862_00000056,shuming_862_00000056
652,train,1,shuming_864_00000195,shuming_864_00000195
653,train,1,shuming_888_00000023,shuming_888_00000023
654,val,3,shuming_890_00000342,shuming_892_00000065
655,train,1,shuming_894_00000011,shuming_894_00000011
656,train,1,shuming_900_00000241,shuming_900_00000241
657,train,1,shuming_901_00000019,shuming_901_00000019
658,train,1,shuming_909_00000270,shuming_909_00000270
659,train,2,shuming_910_00000290,shuming_911_00000162
660,train,1,shuming_917_00000223,shuming_917_00000223
661,train,1,shuming_921_00000342,shuming_921_00000342
662,train,1,shuming_924_00000267,shuming_924_00000267
663,train,1,shuming_969_00000275,shuming_969_00000275
664,train,1,shuming_980_00000394,shuming_980_00000394
665,train,1,shuming_985_00000020,shuming_985_00000020
666,train,1,shuming_987_00000275,shuming_987_00000275
667,train,1,shuming_988_00000288,shuming_988_00000288
668,train,1,shuming_989_00000171,shuming_989_00000171
669,train,1,shuming_1001_00000447,shuming_1001_00000447
670,train,1,shuming_1005_00000004,shuming_1005_00000004
671,train,1,shuming_1007_00000230,shuming_1007_00000230
672,train,1,shuming_1013_00000065,shuming_1013_00000065
673,train,1,shuming_1018_00000294,shuming_1018_00000294
674,train,1,shuming_1022_00000429,shuming_1022_00000429
675,train,1,shuming_1027_00000268,shuming_1027_00000268
676,train,1,shuming_1028_00000411,shuming_1028_00000411
677,train,1,shuming_1029_00000248,shuming_1029_00000248
678,train,1,shuming_1031_00000312,shuming_1031_00000312
679,train,1,shuming_1037_00000263,shuming_1037_00000263
680,train,1,shuming_1038_00000223,shuming_1038_00000223
681,train,1,shuming_1040_00000267,shuming_1040_00000267
682,train,1,shuming_1041_00000343,shuming_1041_00000343
683,train,1,shuming_1042_00000215,shuming_1042_00000215
684,train,1,shuming_1045_00000017,shuming_1045_00000017
685,train,1,shuming_1049_00000372,shuming_1049_00000372
686,train,1,shuming_1062_00000100,shuming_1062_00000100
687,train,1,shuming_1063_00000147,shuming_1063_00000147
688,train,1,shuming_1064_00000087,shuming_1064_00000087
689,train,1,shuming_1069_00000322,shuming_1069_00000322
690,train,1,shuming_1071_00000007,shuming_1071_00000007
691,train,1,shuming_1074_00000208,shuming_1074_00000208
692,val,1,shuming_1075_00000273,shuming_1075_00000273
693,train,1,shuming_1076_00000257,shuming_1076_00000257
694,train,1,shuming_1078_00000211,shuming_1078_00000211
695,train,1,shuming_1079_00000233,shuming_1079_00000233
696,train,1,shuming_1080_00000016,shuming_1080_00000016
697,train,1,shuming_1083_00000254,shuming_1083_00000254
698,train,1,shuming_1085_00000369,shuming_1085_00000369
699,train,1,shuming_1087_00000279,shuming_1087_00000279
700,train,1,shuming_1093_00000194,shuming_1093_00000194
701,train,1,shuming_1094_00000385,shuming_1094_00000385
702,train,1,shuming_1095_00000237,shuming_1095_00000237
703,train,1,shuming_1096_00000023,shuming_1096_00000023
704,train,1,shuming_1101_00000011,shuming_1101_00000011
705,train,1,shuming_1102_00000132,shuming_1102_00000132
706,train,1,shuming_1114_00000182,shuming_1114_00000182
707,train,1,shuming_1115_00000363,shuming_1115_00000363
708,train,1,shuming_1116_00000046,shuming_1116_00000046
709,train,1,shuming_1117_00000043,shuming_1117_00000043
710,train,1,shuming_1118_00000222,shuming_1118_00000222
711,val,1,shuming_1119_00000005,shuming_1119_00000005
712,train,1,shuming_1132_00000385,shuming_1132_00000385
713,val,1,shuming_1133_00000288,shuming_1133_00000288
714,val,1,shuming_1135_00000213,shuming_1135_00000213
715,train,1,shuming_1140_00000084,shuming_1140_00000084
716,train,1,shuming_1143_00000368,shuming_1143_00000368
717,val,1,shuming_1145_00000074,shuming_1145_00000074
718,train,1,shuming_1148_00000041,shuming_1148_00000041
719,train,1,shuming_1152_00000389,shuming_1152_00000389
720,train,1,shuming_1157_00000010,shuming_1157_00000010
721,train,1,shuming_1159_00000050,shuming_1159_00000050
722,train,1,shuming_1160_00000019,shuming_1160_00000019
723,train,1,shuming_1161_00000200,shuming_1161_00000200
724,val,1,shuming_1169_00000086,shuming_1169_00000086
725,train,1,shuming_1171_00000198,shuming_1171_00000198
726,val,1,shuming_1173_00000032,shuming_1173_00000032
727,train,1,shuming_1177_00000343,shuming_1177_00000343
728,train,1,shuming_1178_00000011,shuming_1178_00000011
729,train,1,shuming_1180_00000231,shuming_1180_00000231
730,train,1,shuming_1186_00000156,shuming_1186_00000156
731,train,1,shuming_1189_00000082,shuming_1189_00000082
732,train,1,shuming_1190_00000268,shuming_1190_00000268
733,train,3,shuming_1198_00000108,shuming_1201_00000116
734,val,9,shuming_1205_00000024,shuming_1252_00000115
735,train,3,shuming_1253_00000257,shuming_1256_00000326
736,train,3,shuming_1258_00000407,shuming_1265_00000063
737,train,1,shuming_1268_00000236,shuming_1268_00000236
738,train,1,shuming_1279_00000416,shuming_1279_00000416
739,val,6,shuming_1282_00000093,shuming_1294_00000189
740,val,4,shuming_1297_00000063,shuming_1302_00000029
741,train,2,shuming_1306_00000306,shuming_1311_00000362
742,val,6,shuming_1317_00000431,shuming_1335_00000255
743,val,4,shuming_1337_00000068,shuming_1340_00000022
744,train,3,shuming_1341_00000241,shuming_1344_00000167
