stem,visible_file,infrared_file,depth_file,label_file,visible_shape,visible_dtype,infrared_shape,infrared_dtype,depth_shape,depth_dtype,depth_min,depth_max,depth_zero_ratio,depth_valid_ratio,depth_under_300_ratio,depth_over_19999_ratio,infrared_black_ratio,infrared_channel_mad,target_count,issues
000020_015_00000127,000020_015_00000127.png,000020_015_00000127.png,000020_015_00000127.png,000020_015_00000127.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.31624951774691357,0.6837504822530864,0.0,0.0,4.822530864197531e-07,2.052782893180847,2,
000020_015_00000253,000020_015_00000253.png,000020_015_00000253.png,000020_015_00000253.png,000020_015_00000253.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.43125530478395063,0.5687446952160494,0.0,0.0,0.0,1.844727635383606,2,
000020_018_00000093,000020_018_00000093.png,000020_018_00000093.png,000020_018_00000093.png,000020_018_00000093.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.7373635223765432,0.26263647762345677,0.0,0.0,4.822530864197531e-07,2.0481313864390054,5,
000021_001_00000133,000021_001_00000133.png,000021_001_00000133.png,000021_001_00000133.png,000021_001_00000133.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5216975308641976,0.4783024691358025,0.0,0.0,0.0050101273148148145,3.8611982663472495,2,
000021_001_00000199,000021_001_00000199.png,000021_001_00000199.png,000021_001_00000199.png,000021_001_00000199.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.49474006558641975,0.5052599344135802,0.0,0.0,0.0003949652777777778,3.1382333437601724,6,
000021_001_00000265,000021_001_00000265.png,000021_001_00000265.png,000021_001_00000265.png,000021_001_00000265.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4504070216049383,0.5495929783950617,0.0,0.0,0.0006168016975308642,3.030630191167196,8,
000021_003_00000001,000021_003_00000001.png,000021_003_00000001.png,000021_003_00000001.png,000021_003_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.47499180169753086,0.5250081983024691,0.0,0.0,0.0018369020061728394,2.52150297164917,7,
000021_003_00000091,000021_003_00000091.png,000021_003_00000091.png,000021_003_00000091.png,000021_003_00000091.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.46901716820987654,0.5309828317901235,0.0,0.0,0.001509934413580247,2.533367156982422,3,
000021_004_00000065,000021_004_00000065.png,000021_004_00000065.png,000021_004_00000065.png,000021_004_00000065.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.6243783757716049,0.37562162422839507,0.0,0.0,0.0013488618827160494,3.693436543146769,7,
000021_004_00000129,000021_004_00000129.png,000021_004_00000129.png,000021_004_00000129.png,000021_004_00000129.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.6119097222222222,0.38809027777777777,0.0,0.0,1.3020833333333334e-05,3.9137049516042075,5,
000021_004_00000193,000021_004_00000193.png,000021_004_00000193.png,000021_004_00000193.png,000021_004_00000193.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5657851080246914,0.43421489197530866,0.0,0.0,0.0004094328703703704,3.249504486719767,5,
000021_006_00000208,000021_006_00000208.png,000021_006_00000208.png,000021_006_00000208.png,000021_006_00000208.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3597048611111111,0.6402951388888889,0.0,0.0,0.001086033950617284,1.645230491956075,12,
000021_007_00000137,000021_007_00000137.png,000021_007_00000137.png,000021_007_00000137.png,000021_007_00000137.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5707807677469136,0.42921923225308645,0.0,0.0,0.0006963734567901234,1.5538220008214314,12,
000021_014_00000066,000021_014_00000066.png,000021_014_00000066.png,000021_014_00000066.png,000021_014_00000066.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4019921875,0.5980078125,0.0,0.0,0.0,2.8903771241505942,5,
000021_014_00000131,000021_014_00000131.png,000021_014_00000131.png,000021_014_00000131.png,000021_014_00000131.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4694868827160494,0.5305131172839506,0.0,0.0,0.02683304398148148,2.960171381632487,7,
000021_014_00000261,000021_014_00000261.png,000021_014_00000261.png,000021_014_00000261.png,000021_014_00000261.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5164882330246914,0.4835117669753086,0.0,0.0,0.04198543595679012,3.6019431749979653,9,
000021_015_00000001,000021_015_00000001.png,000021_015_00000001.png,000021_015_00000001.png,000021_015_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.734306037808642,0.26569396219135805,0.0,0.0,0.0016440007716049382,3.343634923299154,6,
000021_020_00000131,000021_020_00000131.png,000021_020_00000131.png,000021_020_00000131.png,000021_020_00000131.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4312842399691358,0.5687008101851851,1.4949845679012346e-05,0.0,0.0010788001543209876,1.9781127373377483,3,
000021_021_00000028,000021_021_00000028.png,000021_021_00000028.png,000021_021_00000028.png,000021_021_00000028.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4116782407407407,0.5883217592592592,0.0,0.0,0.0,2.409701625506083,10,
000021_021_00000109,000021_021_00000109.png,000021_021_00000109.png,000021_021_00000109.png,000021_021_00000109.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2564072145061728,0.7435927854938271,0.0,0.0,1.4949845679012346e-05,3.1402286688486734,6,
000021_024_00000085,000021_024_00000085.png,000021_024_00000085.png,000021_024_00000085.png,000021_024_00000085.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.590078125,0.409921875,0.0,0.0,0.00020592206790123456,2.517735322316488,4,
00000022,00000022.jpg,00000022.jpg,00000022.jpg,00000022.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7300434027777778,0.0,0.2699565972222222,0.0,0.1802951388888889,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000022_006_00000001,000022_006_00000001.png,000022_006_00000001.png,000022_006_00000001.png,000022_006_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.24415171682098766,0.7558482831790123,0.0,0.0,1.9772376543209878e-05,1.0287750760714214,4,
000022_008_00000001,000022_008_00000001.png,000022_008_00000001.png,000022_008_00000001.png,000022_008_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.23791377314814816,0.7620862268518519,0.0,0.0,0.0,1.0084394415219624,4,
000022_014_00000068,000022_014_00000068.png,000022_014_00000068.png,000022_014_00000068.png,000022_014_00000068.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.32111448688271604,0.678885513117284,0.0,0.0,1.9290123456790124e-06,1.5302793979644775,10,
000022_014_00000269,000022_014_00000269.png,000022_014_00000269.png,000022_014_00000269.png,000022_014_00000269.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.34838975694444446,0.6516102430555556,0.0,0.0,4.822530864197531e-07,1.5354626774787903,8,
000022_018_00000001,000022_018_00000001.png,000022_018_00000001.png,000022_018_00000001.png,000022_018_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.10764081790123457,0.8923591820987654,0.0,0.0,9.645061728395062e-06,1.0767789085706074,2,
000023_001_00000001,000023_001_00000001.png,000023_001_00000001.png,000023_001_00000001.png,000023_001_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4961400462962963,0.5038599537037037,0.0,0.0,2.0736882716049384e-05,1.5040509700775146,3,
000023_001_00000082,000023_001_00000082.png,000023_001_00000082.png,000023_001_00000082.png,000023_001_00000082.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5162528935185186,0.4837471064814815,0.0,0.0,8.680555555555556e-06,1.4030893445014954,3,
000023_001_00000325,000023_001_00000325.png,000023_001_00000325.png,000023_001_00000325.png,000023_001_00000325.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.6431886574074074,0.3568113425925926,0.0,0.0,1.1574074074074073e-05,1.1189425786336262,3,
000023_002_00000001,000023_002_00000001.png,000023_002_00000001.png,000023_002_00000001.png,000023_002_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.21024498456790122,0.7897550154320988,0.0,0.0,8.005401234567901e-05,2.4590075413386026,4,
000023_002_00000072,000023_002_00000072.png,000023_002_00000072.png,000023_002_00000072.png,000023_002_00000072.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.25385609567901235,0.7461439043209876,0.0,0.0,3.279320987654321e-05,2.461179335912069,3,
000023_002_00000285,000023_002_00000285.png,000023_002_00000285.png,000023_002_00000285.png,000023_002_00000285.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.23457561728395063,0.7654243827160494,0.0,0.0,0.00010127314814814815,2.1634674072265625,2,
000023_003_00000341,000023_003_00000341.png,000023_003_00000341.png,000023_003_00000341.png,000023_003_00000341.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.22867573302469135,0.7713242669753086,0.0,0.0,6.799768518518518e-05,1.58279287815094,4,
000023_005_00000070,000023_005_00000070.png,000023_005_00000070.png,000023_005_00000070.png,000023_005_00000070.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.26927131558641976,0.7307286844135803,0.0,0.0,5.738811728395062e-05,1.1390972137451172,7,
000023_005_00000139,000023_005_00000139.png,000023_005_00000139.png,000023_005_00000139.png,000023_005_00000139.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3721995563271605,0.6278004436728395,0.0,0.0,5.208333333333334e-05,1.4634995857874553,5,
000023_008_00000068,000023_008_00000068.png,000023_008_00000068.png,000023_008_00000068.png,000023_008_00000068.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3366049382716049,0.663395061728395,0.0,0.0,2.1219135802469135e-05,2.122441530227661,3,
000023_008_00000202,000023_008_00000202.png,000023_008_00000202.png,000023_008_00000202.png,000023_008_00000202.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.41046875,0.58953125,0.0,0.0,5.304783950617284e-05,2.3554739157358804,5,
000023_008_00000269,000023_008_00000269.png,000023_008_00000269.png,000023_008_00000269.png,000023_008_00000269.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3466666666666667,0.6533333333333333,0.0,0.0,3.08641975308642e-05,2.1327129205067954,4,
000023_009_00000217,000023_009_00000217.png,000023_009_00000217.png,000023_009_00000217.png,000023_009_00000217.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.7186439043209877,0.2813560956790123,0.0,0.0,5.787037037037037e-06,2.2633107900619507,3,
000023_012_00000085,000023_012_00000085.png,000023_012_00000085.png,000023_012_00000085.png,000023_012_00000085.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.25440875771604937,0.7455912422839506,0.0,0.0,4.2920524691358025e-05,2.417506535847982,4,
000023_012_00000169,000023_012_00000169.png,000023_012_00000169.png,000023_012_00000169.png,000023_012_00000169.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.162445987654321,0.837554012345679,0.0,0.0,0.0001335841049382716,2.3979249795277915,4,
00000025,00000025.jpg,00000025.jpg,00000025.jpg,00000025.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7293836805555556,0.0,0.2706163194444444,0.0,0.18030381944444446,0.0,9,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000027,000027.png,000027.png,000027.png,000027.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2571416859567901,0.7428583140432099,0.0,0.0,0.14197675540123456,0.2330012172460556,12,
000029,000029.png,000029.png,000029.png,000029.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3820616319444444,0.6179383680555556,0.0,0.0,0.1016893325617284,0.24401202301184335,9,bbox_cross_image_boundary_line_8;bbox_cross_image_boundary_line_9
00000031,00000031.jpg,00000031.jpg,00000031.jpg,00000031.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7208029513888888,0.0,0.2791970486111111,0.0,0.18026475694444444,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000031,000031.png,000031.png,000031.png,000031.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.488500675154321,0.5114993248456791,0.0,0.0,0.05095486111111111,0.2518823941548665,14,
000032,000032.png,000032.png,000032.png,000032.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.43722849151234566,0.5627715084876543,0.0,0.0,0.07831838348765433,0.2511008232831955,31,
000032_003_00000001,000032_003_00000001.png,000032_003_00000001.png,000032_003_00000001.png,000032_003_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.40022135416666665,0.5997786458333333,0.0,0.0,0.00014226466049382716,2.2920926411946616,5,
000032_003_00000066,000032_003_00000066.png,000032_003_00000066.png,000032_003_00000066.png,000032_003_00000066.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3893475115740741,0.610625,2.7488425925925926e-05,0.0,0.00012008101851851852,2.4562223752339682,5,
000032_003_00000131,000032_003_00000131.png,000032_003_00000131.png,000032_003_00000131.png,000032_003_00000131.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3788773148148148,0.6211226851851852,0.0,0.0,2.845293209876543e-05,2.5075623989105225,4,
000032_027_00000013,000032_027_00000013.png,000032_027_00000013.png,000032_027_00000013.png,000032_027_00000013.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5495539158950618,0.45044608410493825,0.0,0.0,0.000392554012345679,1.5072884956995647,6,
000032_027_00000037,000032_027_00000037.png,000032_027_00000037.png,000032_027_00000037.png,000032_027_00000037.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2073948688271605,0.7926051311728395,0.0,0.0,5.9799382716049385e-05,1.329635739326477,8,
000032_028_00000009,000032_028_00000009.png,000032_028_00000009.png,000032_028_00000009.png,000032_028_00000009.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.319350887345679,0.680649112654321,0.0,0.0,0.0001490162037037037,0.9121598601341248,8,
000032_028_00000017,000032_028_00000017.png,000032_028_00000017.png,000032_028_00000017.png,000032_028_00000017.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.34834683641975306,0.6516531635802469,0.0,0.0,9.98263888888889e-05,0.8676594694455465,6,
000032_029_00000001,000032_029_00000001.png,000032_029_00000001.png,000032_029_00000001.png,000032_029_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.34881413966049385,0.6511858603395062,0.0,0.0,0.0007137345679012345,0.907133162021637,8,
00000033,00000033.jpg,00000033.jpg,00000033.jpg,00000033.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7322612847222222,0.0,0.26773871527777776,0.0,0.18029947916666667,0.0,7,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000034,00000034.jpg,00000034.jpg,00000034.jpg,00000034.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7284375,0.0,0.2715625,0.0,0.1802907986111111,0.0,9,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000034,000034.png,000034.png,000034.png,000034.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4195679012345679,0.5804320987654321,0.0,0.0,0.14618489583333333,0.23073270420233408,33,
00000036,00000036.jpg,00000036.jpg,00000036.jpg,00000036.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7331770833333333,0.0,0.2668229166666667,0.0,0.1803125,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000037,000037.png,000037.png,000037.png,000037.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4260103202160494,0.5739896797839507,0.0,0.0,0.1007204861111111,0.2408143679300944,21,
00000038,00000038.jpg,00000038.jpg,00000038.jpg,00000038.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7310763888888889,0.0,0.2689236111111111,0.0,0.1802951388888889,0.0,9,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000040,000040.png,000040.png,000040.png,000040.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4375014467592593,0.5624985532407407,0.0,0.0,0.13540123456790124,0.23314267893632254,25,
000042,000042.png,000042.png,000042.png,000042.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3798148148148148,0.6201851851851852,0.0,0.0,0.1147410300925926,0.24101209143797556,44,bbox_cross_image_boundary_line_28
000043,000043.png,000043.png,000043.png,000043.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3334837962962963,0.6665162037037037,0.0,0.0,0.1186574074074074,0.23754886786142984,31,
00000043,00000043.jpg,00000043.jpg,00000043.jpg,00000043.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7410503472222222,0.0,0.25894965277777776,0.0,0.1802907986111111,0.0,9,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000045,00000045.jpg,00000045.jpg,00000045.jpg,00000045.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7427864583333333,0.0,0.25721354166666666,0.0,0.18030815972222222,0.0,9,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000045,000045.png,000045.png,000045.png,000045.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4468369020061728,0.5531630979938271,0.0,0.0,0.11192804783950618,0.23950167496999106,39,bbox_cross_image_boundary_line_23
00000047,00000047.jpg,00000047.jpg,00000047.jpg,00000047.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7188151041666667,0.0,0.28118489583333334,0.0,0.1802907986111111,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000049,00000049.jpg,00000049.jpg,00000049.jpg,00000049.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7394053819444445,0.0,0.26059461805555556,0.0,0.18030381944444446,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000050,00000050.jpg,00000050.jpg,00000050.jpg,00000050.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7379644097222222,0.0,0.2620355902777778,0.0,0.1802951388888889,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000050,000050.png,000050.png,000050.png,000050.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4048828125,0.5951171875,0.0,0.0,0.17537471064814814,0.22317290306091309,37,label_invalid_xywh_line_27;label_invalid_xywh_line_37
000051,000051.png,000051.png,000051.png,000051.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.34307484567901236,0.6569251543209876,0.0,0.0,0.08432195216049383,0.24428079525629678,38,
00000052,00000052.jpg,00000052.jpg,00000052.jpg,00000052.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7267621527777778,0.0,0.2732378472222222,0.0,0.1802777777777778,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000054,00000054.jpg,00000054.jpg,00000054.jpg,00000054.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7303862847222222,0.0,0.2696137152777778,0.0,0.1802907986111111,0.0,8,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000056,00000056.jpg,00000056.jpg,00000056.jpg,00000056.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7319097222222222,0.0,0.2680902777777778,0.0,0.18029947916666667,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000056,000056.png,000056.png,000056.png,000056.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.46466483410493825,0.5353351658950617,0.0,0.0,0.04873842592592593,0.25646991034348804,15,
00000057,00000057.jpg,00000057.jpg,00000057.jpg,00000057.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7314887152777778,0.0,0.26851128472222224,0.0,0.18028645833333334,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000063,00000063.jpg,00000063.jpg,00000063.jpg,00000063.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7267491319444445,0.0,0.27325086805555554,0.0,0.18028211805555555,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000066,000066.png,000066.png,000066.png,000066.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5448630401234568,0.45513695987654323,0.0,0.0,0.17875385802469135,0.2617576519648234,6,
00000068,00000068.jpg,00000068.jpg,00000068.jpg,00000068.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.724140625,0.0,0.275859375,0.0,0.1802951388888889,0.0,7,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000070,000070.png,000070.png,000070.png,000070.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5428057484567901,0.45719425154320986,0.0,0.0,0.20124903549382717,0.2090438554684321,4,
00000072,00000072.jpg,00000072.jpg,00000072.jpg,00000072.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7306814236111111,0.0,0.2693185763888889,0.0,0.1802951388888889,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000078,000078.png,000078.png,000078.png,000078.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5822853973765432,0.4177146026234568,0.0,0.0,0.1648755787037037,0.23122620582580566,13,
000081,000081.png,000081.png,000081.png,000081.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5629489776234567,0.4370510223765432,0.0,0.0,0.1419897762345679,0.22744309405485788,8,
00000084,00000084.jpg,00000084.jpg,00000084.jpg,00000084.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7308637152777778,0.0,0.26913628472222223,0.0,0.18030381944444446,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000090,00000090.jpg,00000090.jpg,00000090.jpg,00000090.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7320138888888889,0.0,0.2679861111111111,0.0,0.1802951388888889,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000093,00000093.jpg,00000093.jpg,00000093.jpg,00000093.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7352170138888889,0.0,0.2647829861111111,0.0,0.18030815972222222,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000095,00000095.jpg,00000095.jpg,00000095.jpg,00000095.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7322612847222222,0.0,0.26773871527777776,0.0,0.18030381944444446,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000097,000097.png,000097.png,000097.png,000097.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.417133487654321,0.582866512345679,0.0,0.0,0.2216382137345679,0.21180555721124014,5,
00000098,00000098.jpg,00000098.jpg,00000098.jpg,00000098.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7213671875,0.0,0.2786328125,0.0,0.18029947916666667,0.0,6,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
00000104,00000104.jpg,00000104.jpg,00000104.jpg,00000104.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7294357638888889,0.0,0.27056423611111113,0.0,0.18029947916666667,0.0,7,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000105,000105.png,000105.png,000105.png,000105.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2667100694444444,0.7332899305555556,0.0,0.0,0.0354248649691358,0.25286876658598584,1,
00000106,00000106.jpg,00000106.jpg,00000106.jpg,00000106.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7270572916666667,0.0,0.27294270833333334,0.0,0.1802951388888889,0.0,7,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000109,000109.png,000109.png,000109.png,000109.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.31047694830246914,0.6895230516975308,0.0,0.0,0.0011304012345679012,0.2718409250179927,1,
00000111,00000111.jpg,00000111.jpg,00000111.jpg,00000111.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7282161458333334,0.0,0.27178385416666667,0.0,0.1803125,0.0,7,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000114,000114.png,000114.png,000114.png,000114.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.40663194444444445,0.5933680555555556,0.0,0.0,0.08510802469135803,0.24817579487959543,2,
000116,000116.png,000116.png,000116.png,000116.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5753838734567901,0.4246161265432099,0.0,0.0,0.09859375,0.24234053989251456,14,
00000118,00000118.jpg,00000118.jpg,00000118.jpg,00000118.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7273220486111112,0.0,0.2726779513888889,0.0,0.1803125,0.0,7,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
