stem,split,group_id,source,visible,infrared,depth,label,num_objects,classes
000016_016_suppl_00000324,val,219,suppl_png,000016_016_suppl_00000324.png,000016_016_suppl_00000324.png,000016_016_suppl_00000324.png,000016_016_suppl_00000324.txt,1,2
000016_021_00000001,val,220,structured_other_png,000016_021_00000001.png,000016_021_00000001.png,000016_021_00000001.png,000016_021_00000001.txt,6,2;7
000016_021_00000125,val,220,structured_other_png,000016_021_00000125.png,000016_021_00000125.png,000016_021_00000125.png,000016_021_00000125.txt,4,2;7
000016_021_00000249,val,220,structured_other_png,000016_021_00000249.png,000016_021_00000249.png,000016_021_00000249.png,000016_021_00000249.txt,4,2;7
000016_021_suppl_00000156,train,221,suppl_png,000016_021_suppl_00000156.png,000016_021_suppl_00000156.png,000016_021_suppl_00000156.png,000016_021_suppl_00000156.txt,5,2;7
000016_021_suppl_00000310,train,221,suppl_png,000016_021_suppl_00000310.png,000016_021_suppl_00000310.png,000016_021_suppl_00000310.png,000016_021_suppl_00000310.txt,4,2;7
000016_023_00000001,val,222,structured_other_png,000016_023_00000001.png,000016_023_00000001.png,000016_023_00000001.png,000016_023_00000001.txt,4,0;2
000016_023_00000143,val,222,structured_other_png,000016_023_00000143.png,000016_023_00000143.png,000016_023_00000143.png,000016_023_00000143.txt,6,0;2
000016_024_suppl_00000180,train,223,suppl_png,000016_024_suppl_00000180.png,000016_024_suppl_00000180.png,000016_024_suppl_00000180.png,000016_024_suppl_00000180.txt,6,0;2
000016_027_00000001,val,224,structured_other_png,000016_027_00000001.png,000016_027_00000001.png,000016_027_00000001.png,000016_027_00000001.txt,27,0;4;6
000016_027_00000281,val,224,structured_other_png,000016_027_00000281.png,000016_027_00000281.png,000016_027_00000281.png,000016_027_00000281.txt,26,0;4;6
000016_028_00000257,train,225,structured_other_png,000016_028_00000257.png,000016_028_00000257.png,000016_028_00000257.png,000016_028_00000257.txt,3,2
000016_030_00000069,train,226,structured_other_png,000016_030_00000069.png,000016_030_00000069.png,000016_030_00000069.png,000016_030_00000069.txt,4,2
000016_033_00000208,val,227,structured_other_png,000016_033_00000208.png,000016_033_00000208.png,000016_033_00000208.png,000016_033_00000208.txt,1,2
000016_034_00000067,val,228,structured_other_png,000016_034_00000067.png,000016_034_00000067.png,000016_034_00000067.png,000016_034_00000067.txt,7,0;2;9
000016_034_00000199,val,228,structured_other_png,000016_034_00000199.png,000016_034_00000199.png,000016_034_00000199.png,000016_034_00000199.txt,8,0;2
000016_034_00000265,val,228,structured_other_png,000016_034_00000265.png,000016_034_00000265.png,000016_034_00000265.png,000016_034_00000265.txt,9,0;2
000016_034_suppl_00000330,train,229,suppl_png,000016_034_suppl_00000330.png,000016_034_suppl_00000330.png,000016_034_suppl_00000330.png,000016_034_suppl_00000330.txt,8,0;2
000016_036_suppl_00000363,train,230,suppl_png,000016_036_suppl_00000363.png,000016_036_suppl_00000363.png,000016_036_suppl_00000363.png,000016_036_suppl_00000363.txt,1,2
000016_039_00000190,train,231,structured_other_png,000016_039_00000190.png,000016_039_00000190.png,000016_039_00000190.png,000016_039_00000190.txt,3,2;4
000016_039_suppl_00000160,train,232,suppl_png,000016_039_suppl_00000160.png,000016_039_suppl_00000160.png,000016_039_suppl_00000160.png,000016_039_suppl_00000160.txt,3,2;4
000016_042_00000261,val,233,structured_other_png,000016_042_00000261.png,000016_042_00000261.png,000016_042_00000261.png,000016_042_00000261.txt,3,2;4
000016_042_suppl_00000164,train,234,suppl_png,000016_042_suppl_00000164.png,000016_042_suppl_00000164.png,000016_042_suppl_00000164.png,000016_042_suppl_00000164.txt,3,2;4
000016_043_00000117,val,235,structured_other_png,000016_043_00000117.png,000016_043_00000117.png,000016_043_00000117.png,000016_043_00000117.txt,13,0;6
000016_043_suppl_00000147,train,236,suppl_png,000016_043_suppl_00000147.png,000016_043_suppl_00000147.png,000016_043_suppl_00000147.png,000016_043_suppl_00000147.txt,17,0;6
000016_043_suppl_00000292,train,236,suppl_png,000016_043_suppl_00000292.png,000016_043_suppl_00000292.png,000016_043_suppl_00000292.png,000016_043_suppl_00000292.txt,24,0;6
000016_044_00000085,train,237,structured_other_png,000016_044_00000085.png,000016_044_00000085.png,000016_044_00000085.png,000016_044_00000085.txt,11,0;6
000016_044_00000127,train,237,structured_other_png,000016_044_00000127.png,000016_044_00000127.png,000016_044_00000127.png,000016_044_00000127.txt,10,0;6
000016_044_00000169,train,237,structured_other_png,000016_044_00000169.png,000016_044_00000169.png,000016_044_00000169.png,000016_044_00000169.txt,19,0;6
000017_010_00000143,val,238,structured_other_png,000017_010_00000143.png,000017_010_00000143.png,000017_010_00000143.png,000017_010_00000143.txt,3,0;4
000017_011_00000297,train,239,structured_other_png,000017_011_00000297.png,000017_011_00000297.png,000017_011_00000297.png,000017_011_00000297.txt,14,0;8;9
000017_012_00000135,train,240,structured_other_png,000017_012_00000135.png,000017_012_00000135.png,000017_012_00000135.png,000017_012_00000135.txt,3,0;8;9
000017_012_00000202,train,240,structured_other_png,000017_012_00000202.png,000017_012_00000202.png,000017_012_00000202.png,000017_012_00000202.txt,3,0;6;8
000017_012_suppl_00000335,val,241,suppl_png,000017_012_suppl_00000335.png,000017_012_suppl_00000335.png,000017_012_suppl_00000335.png,000017_012_suppl_00000335.txt,3,0;8;9
000017_015_00000001,train,242,structured_other_png,000017_015_00000001.png,000017_015_00000001.png,000017_015_00000001.png,000017_015_00000001.txt,11,0;4;6;8
000017_015_suppl_00000162,train,243,suppl_png,000017_015_suppl_00000162.png,000017_015_suppl_00000162.png,000017_015_suppl_00000162.png,000017_015_suppl_00000162.txt,6,0;4
000017_018_suppl_00000233,train,244,suppl_png,000017_018_suppl_00000233.png,000017_018_suppl_00000233.png,000017_018_suppl_00000233.png,000017_018_suppl_00000233.txt,4,0;5;8
000017_020_00000001,train,245,structured_other_png,000017_020_00000001.png,000017_020_00000001.png,000017_020_00000001.png,000017_020_00000001.txt,3,0;5;8
000017_020_00000214,train,245,structured_other_png,000017_020_00000214.png,000017_020_00000214.png,000017_020_00000214.png,000017_020_00000214.txt,3,0;5;8
000017_020_suppl_00000179,train,246,suppl_png,000017_020_suppl_00000179.png,000017_020_suppl_00000179.png,000017_020_suppl_00000179.png,000017_020_suppl_00000179.txt,3,0;5;8
000017_020_suppl_00000356,train,246,suppl_png,000017_020_suppl_00000356.png,000017_020_suppl_00000356.png,000017_020_suppl_00000356.png,000017_020_suppl_00000356.txt,4,0;5;8
000017_021_00000001,train,247,structured_other_png,000017_021_00000001.png,000017_021_00000001.png,000017_021_00000001.png,000017_021_00000001.txt,7,0;8
000017_021_00000265,train,247,structured_other_png,000017_021_00000265.png,000017_021_00000265.png,000017_021_00000265.png,000017_021_00000265.txt,18,0;4;8;9
000017_021_suppl_00000166,val,248,suppl_png,000017_021_suppl_00000166.png,000017_021_suppl_00000166.png,000017_021_suppl_00000166.png,000017_021_suppl_00000166.txt,10,0;6;8
000017_021_suppl_00000331,val,248,suppl_png,000017_021_suppl_00000331.png,000017_021_suppl_00000331.png,000017_021_suppl_00000331.png,000017_021_suppl_00000331.txt,18,0;4;8
000018_001_00000155,train,249,structured_other_png,000018_001_00000155.png,000018_001_00000155.png,000018_001_00000155.png,000018_001_00000155.txt,1,2
000018_001_00000232,train,249,structured_other_png,000018_001_00000232.png,000018_001_00000232.png,000018_001_00000232.png,000018_001_00000232.txt,3,2;4
000018_003_suppl_00000173,train,250,suppl_png,000018_003_suppl_00000173.png,000018_003_suppl_00000173.png,000018_003_suppl_00000173.png,000018_003_suppl_00000173.txt,2,2;4
000018_004_00000155,train,251,structured_other_png,000018_004_00000155.png,000018_004_00000155.png,000018_004_00000155.png,000018_004_00000155.txt,3,2;4
000018_004_00000232,train,251,structured_other_png,000018_004_00000232.png,000018_004_00000232.png,000018_004_00000232.png,000018_004_00000232.txt,3,2;4
000018_006_00000063,train,252,structured_other_png,000018_006_00000063.png,000018_006_00000063.png,000018_006_00000063.png,000018_006_00000063.txt,5,0;3
000018_006_00000187,train,252,structured_other_png,000018_006_00000187.png,000018_006_00000187.png,000018_006_00000187.png,000018_006_00000187.txt,3,0;3
000018_007_00000001,train,253,structured_other_png,000018_007_00000001.png,000018_007_00000001.png,000018_007_00000001.png,000018_007_00000001.txt,2,2;4
000018_007_00000139,train,253,structured_other_png,000018_007_00000139.png,000018_007_00000139.png,000018_007_00000139.png,000018_007_00000139.txt,2,2;4
000018_007_00000208,train,253,structured_other_png,000018_007_00000208.png,000018_007_00000208.png,000018_007_00000208.png,000018_007_00000208.txt,2,2;4
000018_007_00000277,train,253,structured_other_png,000018_007_00000277.png,000018_007_00000277.png,000018_007_00000277.png,000018_007_00000277.txt,2,2;4
000018_008_00000001,train,254,structured_other_png,000018_008_00000001.png,000018_008_00000001.png,000018_008_00000001.png,000018_008_00000001.txt,4,2
000018_008_00000261,train,254,structured_other_png,000018_008_00000261.png,000018_008_00000261.png,000018_008_00000261.png,000018_008_00000261.txt,4,2
000019_003_00000139,train,255,structured_other_png,000019_003_00000139.png,000019_003_00000139.png,000019_003_00000139.png,000019_003_00000139.txt,4,2
000019_005_00000001,train,256,structured_other_png,000019_005_00000001.png,000019_005_00000001.png,000019_005_00000001.png,000019_005_00000001.txt,2,2
000019_005_00000066,train,256,structured_other_png,000019_005_00000066.png,000019_005_00000066.png,000019_005_00000066.png,000019_005_00000066.txt,2,2
000019_005_00000196,train,256,structured_other_png,000019_005_00000196.png,000019_005_00000196.png,000019_005_00000196.png,000019_005_00000196.txt,4,2
000019_009_00000141,train,257,structured_other_png,000019_009_00000141.png,000019_009_00000141.png,000019_009_00000141.png,000019_009_00000141.txt,2,4;8
000019_014_00000001,val,258,structured_other_png,000019_014_00000001.png,000019_014_00000001.png,000019_014_00000001.png,000019_014_00000001.txt,1,3
000019_015_00000001,val,259,structured_other_png,000019_015_00000001.png,000019_015_00000001.png,000019_015_00000001.png,000019_015_00000001.txt,2,3;9
000019_016_00000052,train,260,structured_other_png,000019_016_00000052.png,000019_016_00000052.png,000019_016_00000052.png,000019_016_00000052.txt,6,2
000019_016_00000154,train,260,structured_other_png,000019_016_00000154.png,000019_016_00000154.png,000019_016_00000154.png,000019_016_00000154.txt,12,2
000019_017_00000001,train,261,structured_other_png,000019_017_00000001.png,000019_017_00000001.png,000019_017_00000001.png,000019_017_00000001.txt,2,2
000019_018_00000001,val,262,structured_other_png,000019_018_00000001.png,000019_018_00000001.png,000019_018_00000001.png,000019_018_00000001.txt,2,2
000019_018_00000049,val,262,structured_other_png,000019_018_00000049.png,000019_018_00000049.png,000019_018_00000049.png,000019_018_00000049.txt,2,2
000019_018_00000145,val,262,structured_other_png,000019_018_00000145.png,000019_018_00000145.png,000019_018_00000145.png,000019_018_00000145.txt,3,2
000019_019_00000225,val,263,structured_other_png,000019_019_00000225.png,000019_019_00000225.png,000019_019_00000225.png,000019_019_00000225.txt,3,2
000019_027_00000141,train,264,structured_other_png,000019_027_00000141.png,000019_027_00000141.png,000019_027_00000141.png,000019_027_00000141.txt,2,2
000019_028_00000273,val,265,structured_other_png,000019_028_00000273.png,000019_028_00000273.png,000019_028_00000273.png,000019_028_00000273.txt,2,2
000019_029_00000205,train,266,structured_other_png,000019_029_00000205.png,000019_029_00000205.png,000019_029_00000205.png,000019_029_00000205.txt,2,2
000019_030_00000001,train,267,structured_other_png,000019_030_00000001.png,000019_030_00000001.png,000019_030_00000001.png,000019_030_00000001.txt,8,0;2
000019_030_00000072,train,267,structured_other_png,000019_030_00000072.png,000019_030_00000072.png,000019_030_00000072.png,000019_030_00000072.txt,7,0;2
000019_030_00000285,train,267,structured_other_png,000019_030_00000285.png,000019_030_00000285.png,000019_030_00000285.png,000019_030_00000285.txt,10,0;2
000019_038_00000205,val,268,structured_other_png,000019_038_00000205.png,000019_038_00000205.png,000019_038_00000205.png,000019_038_00000205.txt,11,0;2;4
000019_039_00000277,train,269,structured_other_png,000019_039_00000277.png,000019_039_00000277.png,000019_039_00000277.png,000019_039_00000277.txt,1,2
000019_040_00000208,val,270,structured_other_png,000019_040_00000208.png,000019_040_00000208.png,000019_040_00000208.png,000019_040_00000208.txt,2,2
000019_041_00000141,train,271,structured_other_png,000019_041_00000141.png,000019_041_00000141.png,000019_041_00000141.png,000019_041_00000141.txt,10,0;2;7
000019_044_00000001,train,272,structured_other_png,000019_044_00000001.png,000019_044_00000001.png,000019_044_00000001.png,000019_044_00000001.txt,10,2
000019_045_00000145,train,273,structured_other_png,000019_045_00000145.png,000019_045_00000145.png,000019_045_00000145.png,000019_045_00000145.txt,8,0;2
000020_002_00000123,train,274,structured_other_png,000020_002_00000123.png,000020_002_00000123.png,000020_002_00000123.png,000020_002_00000123.txt,11,0;3;5;6;9
000020_003_00000253,val,275,structured_other_png,000020_003_00000253.png,000020_003_00000253.png,000020_003_00000253.png,000020_003_00000253.txt,10,0;5
000020_010_00000001,train,276,structured_other_png,000020_010_00000001.png,000020_010_00000001.png,000020_010_00000001.png,000020_010_00000001.txt,12,0;4;5;8
000020_010_00000023,train,276,structured_other_png,000020_010_00000023.png,000020_010_00000023.png,000020_010_00000023.png,000020_010_00000023.txt,12,0;4;5;8
000020_010_00000045,train,276,structured_other_png,000020_010_00000045.png,000020_010_00000045.png,000020_010_00000045.png,000020_010_00000045.txt,8,0;4;5;8
000020_010_00000089,train,276,structured_other_png,000020_010_00000089.png,000020_010_00000089.png,000020_010_00000089.png,000020_010_00000089.txt,8,0;4;5;8
000020_011_00000076,train,277,structured_other_png,000020_011_00000076.png,000020_011_00000076.png,000020_011_00000076.png,000020_011_00000076.txt,8,0;3;5
000020_011_00000151,train,277,structured_other_png,000020_011_00000151.png,000020_011_00000151.png,000020_011_00000151.png,000020_011_00000151.txt,8,0;3;5
000020_014_00000001,train,278,structured_other_png,000020_014_00000001.png,000020_014_00000001.png,000020_014_00000001.png,000020_014_00000001.txt,6,0
000020_014_00000129,train,278,structured_other_png,000020_014_00000129.png,000020_014_00000129.png,000020_014_00000129.png,000020_014_00000129.txt,7,0
000020_014_00000193,train,278,structured_other_png,000020_014_00000193.png,000020_014_00000193.png,000020_014_00000193.png,000020_014_00000193.txt,7,0
000020_015_00000064,train,279,structured_other_png,000020_015_00000064.png,000020_015_00000064.png,000020_015_00000064.png,000020_015_00000064.txt,4,2
000020_015_00000127,train,279,structured_other_png,000020_015_00000127.png,000020_015_00000127.png,000020_015_00000127.png,000020_015_00000127.txt,4,2
000020_015_00000253,train,279,structured_other_png,000020_015_00000253.png,000020_015_00000253.png,000020_015_00000253.png,000020_015_00000253.txt,2,2
000020_018_00000093,train,280,structured_other_png,000020_018_00000093.png,000020_018_00000093.png,000020_018_00000093.png,000020_018_00000093.txt,5,0;4;8
000021_001_00000133,train,281,structured_other_png,000021_001_00000133.png,000021_001_00000133.png,000021_001_00000133.png,000021_001_00000133.txt,2,0;5
000021_001_00000199,train,281,structured_other_png,000021_001_00000199.png,000021_001_00000199.png,000021_001_00000199.png,000021_001_00000199.txt,6,0;5;6
000021_001_00000265,train,281,structured_other_png,000021_001_00000265.png,000021_001_00000265.png,000021_001_00000265.png,000021_001_00000265.txt,8,0;5;6
000021_003_00000001,train,282,structured_other_png,000021_003_00000001.png,000021_003_00000001.png,000021_003_00000001.png,000021_003_00000001.txt,7,0;5;6
000021_003_00000091,train,282,structured_other_png,000021_003_00000091.png,000021_003_00000091.png,000021_003_00000091.png,000021_003_00000091.txt,3,0;5;6
000021_004_00000065,train,283,structured_other_png,000021_004_00000065.png,000021_004_00000065.png,000021_004_00000065.png,000021_004_00000065.txt,7,0;6;8
000021_004_00000129,train,283,structured_other_png,000021_004_00000129.png,000021_004_00000129.png,000021_004_00000129.png,000021_004_00000129.txt,5,4;6
000021_004_00000193,train,283,structured_other_png,000021_004_00000193.png,000021_004_00000193.png,000021_004_00000193.png,000021_004_00000193.txt,6,6;8
000021_006_00000208,val,284,structured_other_png,000021_006_00000208.png,000021_006_00000208.png,000021_006_00000208.png,000021_006_00000208.txt,12,4;6;9
000021_007_00000137,val,285,structured_other_png,000021_007_00000137.png,000021_007_00000137.png,000021_007_00000137.png,000021_007_00000137.txt,12,4;6;9
000021_014_00000066,train,286,structured_other_png,000021_014_00000066.png,000021_014_00000066.png,000021_014_00000066.png,000021_014_00000066.txt,5,0;4;6
000021_014_00000131,train,286,structured_other_png,000021_014_00000131.png,000021_014_00000131.png,000021_014_00000131.png,000021_014_00000131.txt,7,0;4;6
000021_014_00000261,train,286,structured_other_png,000021_014_00000261.png,000021_014_00000261.png,000021_014_00000261.png,000021_014_00000261.txt,9,0;4;5;6
000021_015_00000001,train,287,structured_other_png,000021_015_00000001.png,000021_015_00000001.png,000021_015_00000001.png,000021_015_00000001.txt,6,0;7;11
000021_020_00000131,train,288,structured_other_png,000021_020_00000131.png,000021_020_00000131.png,000021_020_00000131.png,000021_020_00000131.txt,3,0;3;5
000021_021_00000028,train,289,structured_other_png,000021_021_00000028.png,000021_021_00000028.png,000021_021_00000028.png,000021_021_00000028.txt,10,4;5;6;9
000021_021_00000109,train,289,structured_other_png,000021_021_00000109.png,000021_021_00000109.png,000021_021_00000109.png,000021_021_00000109.txt,6,5;9
000021_024_00000085,val,290,structured_other_png,000021_024_00000085.png,000021_024_00000085.png,000021_024_00000085.png,000021_024_00000085.txt,4,0;6;11
00000022,train,21,numeric_8digit_jpg,00000022.jpg,00000022.jpg,00000022.jpg,00000022.txt,8,4;6;8;10
000022_006_00000001,train,291,structured_other_png,000022_006_00000001.png,000022_006_00000001.png,000022_006_00000001.png,000022_006_00000001.txt,4,3;6
000022_008_00000001,train,292,structured_other_png,000022_008_00000001.png,000022_008_00000001.png,000022_008_00000001.png,000022_008_00000001.txt,4,0;5
000022_014_00000068,val,293,structured_other_png,000022_014_00000068.png,000022_014_00000068.png,000022_014_00000068.png,000022_014_00000068.txt,10,0;5;7
000022_014_00000269,val,293,structured_other_png,000022_014_00000269.png,000022_014_00000269.png,000022_014_00000269.png,000022_014_00000269.txt,9,0;5;7
000022_018_00000001,train,294,structured_other_png,000022_018_00000001.png,000022_018_00000001.png,000022_018_00000001.png,000022_018_00000001.txt,2,0;2
000023_001_00000001,train,295,structured_other_png,000023_001_00000001.png,000023_001_00000001.png,000023_001_00000001.png,000023_001_00000001.txt,3,2
000023_001_00000082,train,295,structured_other_png,000023_001_00000082.png,000023_001_00000082.png,000023_001_00000082.png,000023_001_00000082.txt,3,2
000023_001_00000325,train,295,structured_other_png,000023_001_00000325.png,000023_001_00000325.png,000023_001_00000325.png,000023_001_00000325.txt,3,2
000023_002_00000001,train,296,structured_other_png,000023_002_00000001.png,000023_002_00000001.png,000023_002_00000001.png,000023_002_00000001.txt,4,2;4
000023_002_00000072,train,296,structured_other_png,000023_002_00000072.png,000023_002_00000072.png,000023_002_00000072.png,000023_002_00000072.txt,3,2;4
000023_002_00000285,train,296,structured_other_png,000023_002_00000285.png,000023_002_00000285.png,000023_002_00000285.png,000023_002_00000285.txt,2,2;4
000023_003_00000341,val,297,structured_other_png,000023_003_00000341.png,000023_003_00000341.png,000023_003_00000341.png,000023_003_00000341.txt,4,0;3;9
000023_005_00000070,train,298,structured_other_png,000023_005_00000070.png,000023_005_00000070.png,000023_005_00000070.png,000023_005_00000070.txt,7,0;3;9
000023_005_00000139,train,298,structured_other_png,000023_005_00000139.png,000023_005_00000139.png,000023_005_00000139.png,000023_005_00000139.txt,5,0;3;9
000023_008_00000068,val,299,structured_other_png,000023_008_00000068.png,000023_008_00000068.png,000023_008_00000068.png,000023_008_00000068.txt,4,0;6
000023_008_00000202,val,299,structured_other_png,000023_008_00000202.png,000023_008_00000202.png,000023_008_00000202.png,000023_008_00000202.txt,5,0;2;3
000023_008_00000269,val,299,structured_other_png,000023_008_00000269.png,000023_008_00000269.png,000023_008_00000269.png,000023_008_00000269.txt,4,0;3
000023_009_00000217,val,300,structured_other_png,000023_009_00000217.png,000023_009_00000217.png,000023_009_00000217.png,000023_009_00000217.txt,3,2
000023_012_00000085,train,301,structured_other_png,000023_012_00000085.png,000023_012_00000085.png,000023_012_00000085.png,000023_012_00000085.txt,4,2;4
000023_012_00000169,train,301,structured_other_png,000023_012_00000169.png,000023_012_00000169.png,000023_012_00000169.png,000023_012_00000169.txt,4,2;4
00000025,train,21,numeric_8digit_jpg,00000025.jpg,00000025.jpg,00000025.jpg,00000025.txt,9,0;4;6;8;10
000027,train,0,numeric_6digit_png,000027.png,000027.png,000027.png,000027.txt,12,0;3;6;8
000029,train,0,numeric_6digit_png,000029.png,000029.png,000029.png,000029.txt,9,0;3;6;8
00000031,train,21,numeric_8digit_jpg,00000031.jpg,00000031.jpg,00000031.jpg,00000031.txt,8,4;6;8;10
000031,train,0,numeric_6digit_png,000031.png,000031.png,000031.png,000031.txt,14,0;5
000032,train,0,numeric_6digit_png,000032.png,000032.png,000032.png,000032.txt,31,0;5;9
000032_003_00000001,train,302,structured_other_png,000032_003_00000001.png,000032_003_00000001.png,000032_003_00000001.png,000032_003_00000001.txt,5,2
000032_003_00000066,train,302,structured_other_png,000032_003_00000066.png,000032_003_00000066.png,000032_003_00000066.png,000032_003_00000066.txt,5,2
000032_003_00000131,train,302,structured_other_png,000032_003_00000131.png,000032_003_00000131.png,000032_003_00000131.png,000032_003_00000131.txt,4,2
000032_027_00000013,val,303,structured_other_png,000032_027_00000013.png,000032_027_00000013.png,000032_027_00000013.png,000032_027_00000013.txt,6,0;4;6
000032_027_00000037,val,303,structured_other_png,000032_027_00000037.png,000032_027_00000037.png,000032_027_00000037.png,000032_027_00000037.txt,8,0;5;6
000032_028_00000009,train,304,structured_other_png,000032_028_00000009.png,000032_028_00000009.png,000032_028_00000009.png,000032_028_00000009.txt,8,0;5;6
000032_028_00000017,train,304,structured_other_png,000032_028_00000017.png,000032_028_00000017.png,000032_028_00000017.png,000032_028_00000017.txt,6,0;5
000032_029_00000001,train,305,structured_other_png,000032_029_00000001.png,000032_029_00000001.png,000032_029_00000001.png,000032_029_00000001.txt,8,0;5;6
00000033,train,21,numeric_8digit_jpg,00000033.jpg,00000033.jpg,00000033.jpg,00000033.txt,7,4;6;8;10
000034,train,0,numeric_6digit_png,000034.png,000034.png,000034.png,000034.txt,33,0;5
00000034,train,21,numeric_8digit_jpg,00000034.jpg,00000034.jpg,00000034.jpg,00000034.txt,9,0;4;6;8;10
00000036,train,21,numeric_8digit_jpg,00000036.jpg,00000036.jpg,00000036.jpg,00000036.txt,7,0;4;6;8
000037,train,0,numeric_6digit_png,000037.png,000037.png,000037.png,000037.txt,21,0
00000038,train,21,numeric_8digit_jpg,00000038.jpg,00000038.jpg,00000038.jpg,00000038.txt,9,0;4;6;8;10
000040,train,0,numeric_6digit_png,000040.png,000040.png,000040.png,000040.txt,25,0;5
000042,train,0,numeric_6digit_png,000042.png,000042.png,000042.png,000042.txt,44,0;5
000043,train,0,numeric_6digit_png,000043.png,000043.png,000043.png,000043.txt,31,0;5
00000043,train,21,numeric_8digit_jpg,00000043.jpg,00000043.jpg,00000043.jpg,00000043.txt,9,0;4;6;8;10
00000045,train,21,numeric_8digit_jpg,00000045.jpg,00000045.jpg,00000045.jpg,00000045.txt,9,0;4;6;8;10
000045,train,0,numeric_6digit_png,000045.png,000045.png,000045.png,000045.txt,39,0;5
00000047,train,21,numeric_8digit_jpg,00000047.jpg,00000047.jpg,00000047.jpg,00000047.txt,8,4;6;8;10
00000049,train,21,numeric_8digit_jpg,00000049.jpg,00000049.jpg,00000049.jpg,00000049.txt,8,4;6;8;10
000050,train,0,numeric_6digit_png,000050.png,000050.png,000050.png,000050.txt,37,0;5
00000050,train,21,numeric_8digit_jpg,00000050.jpg,00000050.jpg,00000050.jpg,00000050.txt,8,4;6;8;10
000051,train,0,numeric_6digit_png,000051.png,000051.png,000051.png,000051.txt,38,0;5;9
00000052,train,21,numeric_8digit_jpg,00000052.jpg,00000052.jpg,00000052.jpg,00000052.txt,8,4;6;8;10
00000054,train,21,numeric_8digit_jpg,00000054.jpg,00000054.jpg,00000054.jpg,00000054.txt,8,4;6;8;10
000056,train,0,numeric_6digit_png,000056.png,000056.png,000056.png,000056.txt,15,0;5;6
00000056,train,21,numeric_8digit_jpg,00000056.jpg,00000056.jpg,00000056.jpg,00000056.txt,6,4;6;8;10
00000057,train,21,numeric_8digit_jpg,00000057.jpg,00000057.jpg,00000057.jpg,00000057.txt,6,4;6;8;10
00000063,train,21,numeric_8digit_jpg,00000063.jpg,00000063.jpg,00000063.jpg,00000063.txt,6,4;6;8;10
000066,train,0,numeric_6digit_png,000066.png,000066.png,000066.png,000066.txt,6,0;1;5
00000068,train,21,numeric_8digit_jpg,00000068.jpg,00000068.jpg,00000068.jpg,00000068.txt,7,0;4;6;8;10
000070,train,0,numeric_6digit_png,000070.png,000070.png,000070.png,000070.txt,8,0;1;5
00000072,train,21,numeric_8digit_jpg,00000072.jpg,00000072.jpg,00000072.jpg,00000072.txt,6,4;6;8;10
000078,train,0,numeric_6digit_png,000078.png,000078.png,000078.png,000078.txt,13,0;1
000081,train,0,numeric_6digit_png,000081.png,000081.png,000081.png,000081.txt,8,0;1
00000084,train,21,numeric_8digit_jpg,00000084.jpg,00000084.jpg,00000084.jpg,00000084.txt,6,4;6;8;10
00000090,train,21,numeric_8digit_jpg,00000090.jpg,00000090.jpg,00000090.jpg,00000090.txt,6,4;6;8;10
00000093,train,21,numeric_8digit_jpg,00000093.jpg,00000093.jpg,00000093.jpg,00000093.txt,6,4;6;8;10
00000095,train,21,numeric_8digit_jpg,00000095.jpg,00000095.jpg,00000095.jpg,00000095.txt,6,4;6;8;10
000097,train,0,numeric_6digit_png,000097.png,000097.png,000097.png,000097.txt,5,0;8;9
00000098,train,306,numeric_8digit_jpg,00000098.jpg,00000098.jpg,00000098.jpg,00000098.txt,6,4;6;8;10
00000104,train,306,numeric_8digit_jpg,00000104.jpg,00000104.jpg,00000104.jpg,00000104.txt,7,0;4;6;8;10
000105,train,0,numeric_6digit_png,000105.png,000105.png,000105.png,000105.txt,1,7
00000106,train,306,numeric_8digit_jpg,00000106.jpg,00000106.jpg,00000106.jpg,00000106.txt,7,0;4;6;8;10
000109,train,0,numeric_6digit_png,000109.png,000109.png,000109.png,000109.txt,1,7
00000111,train,306,numeric_8digit_jpg,00000111.jpg,00000111.jpg,00000111.jpg,00000111.txt,7,0;4;6;8;10
000114,train,0,numeric_6digit_png,000114.png,000114.png,000114.png,000114.txt,2,0
000116,val,307,numeric_6digit_png,000116.png,000116.png,000116.png,000116.txt,14,0;4;8;9
00000118,train,306,numeric_8digit_jpg,00000118.jpg,00000118.jpg,00000118.jpg,00000118.txt,7,0;4;6;8;10
00000120,train,306,numeric_8digit_jpg,00000120.jpg,00000120.jpg,00000120.jpg,00000120.txt,7,0;4;6;8;10
00000122,train,306,numeric_8digit_jpg,00000122.jpg,00000122.jpg,00000122.jpg,00000122.txt,7,0;4;6;8;10
00000123,train,306,numeric_8digit_jpg,00000123.jpg,00000123.jpg,00000123.jpg,00000123.txt,7,0;4;6;8;10
000127,val,307,numeric_6digit_png,000127.png,000127.png,000127.png,000127.txt,13,0;4;8;9
00000129,train,306,numeric_8digit_jpg,00000129.jpg,00000129.jpg,00000129.jpg,00000129.txt,2,0;10
00000130,train,306,numeric_8digit_jpg,00000130.jpg,00000130.jpg,00000130.jpg,00000130.txt,2,0;10
000130,val,307,numeric_6digit_png,000130.png,000130.png,000130.png,000130.txt,12,0;4;8;9
00000136,train,306,numeric_8digit_jpg,00000136.jpg,00000136.jpg,00000136.jpg,00000136.txt,2,0;10
00000139,train,306,numeric_8digit_jpg,00000139.jpg,00000139.jpg,00000139.jpg,00000139.txt,2,0;10
000140,val,307,numeric_6digit_png,000140.png,000140.png,000140.png,000140.txt,8,0;1;9
